layer,name,lat,lng,type,category,watershed,species,b1,spawning_trib,private_flag,serves,parking_notes,coord_source,confidence,source_ref,source_url,notes,drive_min_from_inn,drive_src,nearest_access,river,elev_ft,years,max_temp_F,max_7day_avg_F
access,Austin Brook Trail / Forest Road 25 gate,44.063419,-72.855194,trailhead,,,,,,,Austin Brook,USFS gate at the start of unplowed FR 25; roadside parking. Find the gate off Rte 100 south of Warren — verify on the USFS page.,"geocoded 2026-09-24: Austin Brook VHD line, downstream end (mouth at Rte 100) - FR 25 gate not in OSM, verify on site",low,https://www.fs.usda.gov/recarea/gmfl/recreation/recarea/?recid=83040&actid=91,,The trail follows FR 25 about 2 miles up along Austin Brook through mixed forest.,19.8,OSRM,,,,,,
access,Warren Falls lot (3919 Rte 100),44.095438,-72.864321,river_access,,,,,,,Mad River,Lot plus roadside spaces; fills on hot afternoons. Short Warren Falls Trail from 3916 Rte 100.,GP,high,Google Places,,Upstream of the falls toward Granville the Mad is small pocket water and mostly wild brookies.,15.9,OSRM,,,,,,
access,Warren village - covered bridge / Main St,44.111141,-72.857004,river_access,,,,,,,Mad River; Bradley Brook,Street parking in the village; Warren Store.,"geocoded 2026-09-24: Nominatim OSM way/1020925958: Warren Covered Bridge, Covered Bridge Road, Warren, Washington County, Vermont, ",low,general knowledge,,"Geocode 'Warren Covered Bridge, Warren VT'. Village pools on the Mad; the Bradley Brook B1 point is about 1 km northwest.",13.8,OSRM,,,,,,
access,"Riverside Park (Warren, Rte 100)",44.136030,-72.846533,river_access,,,,,,,Mad River,Small lot; a Google review says parking is paid. Swimming hole with a tire swing.,GP,high,Google Places; https://westhillbb.com/blog/2025/09/mad-river-path-in-warren-vt/,,Start of the Kingsbury Greenway (1.3 mi along the Mad to the Sugarbush snowmaking pond).,10.6,OSRM,,,,,,
access,Kingsbury Greenway - Wabanaki Conservation Area parking (500 Rte 100),44.141075,-72.845880,river_access,,,,,,,Mad River,"Flat, easy lot right off Rte 100; open 24h.",GP,high,Google Places; https://madrivervalley.com/trails/,,Other end of the Kingsbury Greenway; flat short path with river access.,10.4,OSRM,,,,,,
access,"Lareau swimming hole (Rte 100, Waitsfield)",44.174311,-72.832366,river_access,,,,,,,Mad River,Roadside pull-off at 5919 Main St (Rte 100).,GP,high,Google Places,,Popular swim spot on the Mad between Warren and Waitsfield; fish early.,7.8,OSRM,,,,,,
access,Waitsfield covered bridge / Bridge St (Great Eddy),44.189368,-72.823484,river_access,,,,,,,Mad River,On-street parking in the village.,GP,high,Google Places,,Village reach (stocked). Bridge Street Park beach; The Silver Trout fly shop is next door.,3.6,OSRM,,,,,,
access,Mad River Greenway - Meadow Rd trailhead (Waitsfield),44.220106,-72.789285,river_access,,,,,,,Mad River,"Lot on the right just before the Meadow Rd bridge, 3.8 mi north of the Rte 100/17 junction. Don't block the business at the south end of the lot.",GP,high,https://www.trailfinder.info/trails/trail/mad-river-westside-greenway ; https://madriverpath.org/maps,,West Greenway: 1.2 mi out-and-back along the Mad with several river access points and a gazebo; the East Greenway continues to the Tremblay Rd lot.,8.8,OSRM,,,,,,
access,Mad River Greenway - Tremblay Rd parking (Waitsfield),44.204202,-72.806929,river_access,,,,,,,Mad River,Mad River Path Association lot on Tremblay Rd.,"geocoded 2026-09-24: Nominatim OSM way/19728207 (Tremblay Rd), vertex nearest the Mad River VHD line",low,https://madriverpath.org/maps ; https://fpr.vermont.gov/sites/fpr/files/Recreation/Learn_More/Library/Current%20VTS%20Members.pdf,,"Geocode 'Tremblay Rd, Waitsfield VT' and put the pin at the river end.",6.5,OSRM,,,,,,
access,Dog River Jacuzzi Natural Area - Berlin VFD lot (2095 VT-12),44.199918,-72.634550,river_access,,,,,,,Dog River mainstem,Park in the Berlin Volunteer Fire Department lot just north of the Rte 12 bridge; look for the Dog River Park sign and walk down behind the station.,GP,high,https://vermontriverconservancy.org/sites/dog-river-jacuzzi-natural-area,,Vermont River Conservancy access on a premier wild-trout river; this is also the report's 572-ft temperature site. Near the reduced-harvest stretch (verify).,39.2,OSRM,,,,,,
access,Roxbury Gap Rd / Warren Mountain Rd (the gap),44.109423,-72.787851,landmark,,,,,,,Felchner Brook,Unpaved road over the Northfield Range from Brook Rd in Warren to Roxbury; pull-offs only.,"geocoded 2026-09-24: Nominatim OSM node/205084130: Roxbury Gap, Warren, Washington County, Vermont, United States",low,general knowledge; https://roxburyvt.org/roxburyvt-attractions/,,The direct route from the inn to the Dog River side (~25 min). The Felchner Brook B1 point is on the Roxbury side of the gap — verify which road it's nearest.,13.1,OSRM,,,,,,
access,"Moss Glen Falls pull-off (Granville Gulf, Rte 100)",44.018022,-72.850075,landmark,,,,,,,Mad River,Roadside pull-off on Rte 100 in Granville Gulf.,"geocoded 2026-09-24: Nominatim OSM node/1951272330: Moss Glen Falls, Granville, Addison County, Vermont, 05747, United States",low,general knowledge,,"Geocode 'Moss Glen Falls, Granville VT' (rough estimate 44.0275,-72.858). The Mad rises in the gulf; tiny headwater brookie water.",25.8,OSRM,,,,,,
access,Coits Pond (state fishing access),44.443900,-72.325300,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Coits Pond, Cabot. Owner: F&W.",79.9,OSRM,,,,,,
access,Curtis Pond (state fishing access),44.376500,-72.500700,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Curtis Pond, Calais. Owner: F&W. Ramp: Gravel.",60.8,OSRM,,,,,,
access,Fosters Pond (state fishing access),44.329400,-72.214600,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Foster Pond, Peacham. Owner: F&W. Ramp: Concrete Plank.",86,OSRM,,,,,,
access,Greenwood Lake (state fishing access),44.455100,-72.420500,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Greenwood Lake, Woodbury. Owner: F&W. Ramp: Concrete Plank. State lists brown trout.",70.7,OSRM,,,,,,
access,Joe's Pond (state fishing access),44.403600,-72.218300,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Joe's Pond, Danville. Owner: F&W. Ramp: Concrete. State lists brown, rainbow trout.",70.7,OSRM,,,,,,
access,Vaughn M. Douglass (state fishing access),44.527000,-72.521300,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Lake Elmore, Elmore. Owner: F&W. Ramp: Concrete.",70.6,OSRM,,,,,,
access,Lake Iroquois (state fishing access),44.377100,-73.090200,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Lake Iroquois, Williston. Owner: F&W. Ramp: Concrete Plank.",63.7,OSRM,,,,,,
access,Lamoille River - Rotary (state fishing access),44.567400,-72.549500,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Shore Fishing on Lamoille River, Morristown. Owner: F&W. State lists brook, brown, rainbow trout.",63.8,OSRM,,,,,,
access,Lyford Pond (state fishing access),44.446800,-72.246900,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Lyford Pond, Walden. Owner: F&W.",78.8,OSRM,,,,,,
access,Marshfield Dam (state fishing access),44.363100,-72.303200,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Mollys Falls Reservoir, Cabot. Owner: Lease. Ramp: Concrete. State lists brown, rainbow trout.",64.2,OSRM,,,,,,
access,Hardwick Lake (state fishing access),44.535800,-72.373600,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Hardwick Lake, Hardwick. Owner: F&W. Ramp: Gravel.",81.5,OSRM,,,,,,
access,Martins Pond (state fishing access),44.304200,-72.205600,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Martins Pond, Peacham. Owner: F&W. Ramp: Concrete Plank. State lists brook trout.",98.4,OSRM,,,,,,
access,Mirror Lake (state fishing access),44.391300,-72.447500,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Mirror Lake, Calais. Owner: F&W. Ramp: Concrete Plank. State lists rainbow trout.",66.9,OSRM,,,,,,
access,Nelson Pond (state fishing access),44.409800,-72.446800,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Nelson Pond, Woodbury. Owner: F&W. Ramp: Gravel. State lists brown, rainbow trout.",72.5,OSRM,,,,,,
access,North Montpelier Pond (state fishing access),44.306100,-72.446400,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on North Montpelier Pond, E. Montpelier. Owner: F&W. Ramp: Gravel.",53.2,OSRM,,,,,,
access,Peacham Pond (state fishing access),44.333600,-72.265400,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Peacham Pond, Peacham. Owner: F&W. Ramp: Gravel. State lists brown trout.",71.1,OSRM,,,,,,
access,Baker Pond (Brookfield) (state fishing access),44.069800,-72.634700,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Baker Pond, Brookfield. Owner: F&W. Ramp: Gravel. State lists brook trout.",39.3,OSRM,,,,,,
access,Rood Pond (state fishing access),44.077900,-72.588200,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Rood Pond, Williamstown. Owner: F&W. Ramp: Concrete Plank. State lists brook trout.",49,OSRM,,,,,,
access,Valley Lake (state fishing access),44.443600,-72.447100,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Valley Lake, Woodbury. Owner: F&W. Ramp: Gravel.",75.5,OSRM,,,,,,
access,Ward (state fishing access),44.290400,-72.724400,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Shore Fishing on Mad River, Moretown. Owner: F&W. State lists brown, rainbow trout.",20.3,OSRM,,,,,,
access,West Hill Pond (state fishing access),44.414200,-72.342800,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on West Hill Pond, Cabot. Owner: F&W.",73.9,OSRM,,,,,,
access,Bristol Pond (state fishing access),44.181900,-73.099800,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Bristol Pond, Bristol. Owner: F&W. Ramp: Concrete.",50.2,OSRM,,,,,,
access,Wolcott Pond (state fishing access),44.566500,-72.427100,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Wolcott Pond, Wolcott. Owner: F&W. Ramp: Concrete Plank.",82.2,OSRM,,,,,,
access,Sabin Pond (state fishing access),44.407400,-72.413900,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Sabin Pond, Woodbury. Owner: F&W. Ramp: Concrete. State lists brown, rainbow trout.",64.8,OSRM,,,,,,
access,Buck Lake (state fishing access),44.467100,-72.396600,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Buck Lake, Woodbury. Owner: F&W. Ramp: Gravel. State lists brook trout.",76.6,OSRM,,,,,,
access,Fisher Bridge (state fishing access),44.532600,-72.427800,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Shore Fishing on Lamoille River, Wolcott. Owner: F&W. State lists brown, rainbow trout.",75,OSRM,,,,,,
access,New Haven Fishing Platform (state fishing access),44.123300,-73.034200,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Shore Fishing on New Haven River, Bristol. Owner: Town. State lists brook, rainbow trout.",38.7,OSRM,,,,,,
access,Lewis Creek at Tyler Bridge (state fishing access),44.277300,-73.081400,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Lewis Creek, Monkton. Owner: F&W.",50.1,OSRM,,,,,,
access,Upper Lamoille River (state fishing access),44.551600,-72.478700,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Lamoille River, Wolcott. Owner: F&W. Ramp: Steps.",70.8,OSRM,,,,,,
access,Berlin Pond (state fishing access),44.208800,-72.582200,river_access,,,,,,,,State fishing access area; parking on site.,VT F&W Fishing Access Areas dataset,high,Vermont Open Geodata Portal - Fishing Access Areas (VT ANR / Fish & Wildlife),,"Boating/Fishing on Berlin Pond, Berlin. Owner: Municipality. Ramp: Steps.",39.8,OSRM,,,,,,
poi,The Inn at the Round Barn Farm,44.167743,-72.811230,,base,,,,,,,,Google Places 2026-09-23,high,Google Places,,"Home base, 1661 E Warren Rd, Waitsfield. All drive times measured from here.",0,OSRM,,,,,,
poi,The Silver Trout (fly shop),44.189633,-72.823906,,fly_shop,,,,,,,,Google Places 2026-09-23,high,https://thesilvertrout.com/fly-fishing-shop,,"40 Bridge St, Unit 4 (upstairs), Waitsfield. Fri-Sat 10-4, Sun 10-3, or by appointment 802-496-3110. Flies and current local advice.",3.7,OSRM,,,,,,
poi,Blueberry Lake (stocked brook trout),44.080122,-72.837881,,lake,,,,,,,,Google Places (parking lot) 2026-09-24,medium,VFWD 2017 p.8; https://www.fs.usda.gov/r09/gmfl/recreation/trails/blueberry-lake-trails,,"48-acre USFS lake on Plunkton Rd, East Warren: stocked brook trout plus largemouth, bluegill, bullhead (report p.8). Swimming, kayaking, easy trail loops. Move the pin onto the lake; the lot is across the road.",16.6,OSRM,,,,,,
poi,Roxbury Fish Culture Station,44.064451,-72.744200,,landmark,,,,,,,,Google Places 2026-09-24,high,https://vtfishandwildlife.com/fish/fish-stocking/roxbury-fish-culture-station ; https://roxburyvt.org/roxburyvt-attractions/,,"3696 Roxbury Rd (Rte 12A). Vermont's oldest hatchery (1891), rebuilt after Irene and open to visitors; raises brook and rainbow trout. Sits on Flint Brook / Third Branch of the White River, not the Dog — but Rte 12A north from here follows the upper Dog River, brookies-only above Rte 12A per the report.",24.7,OSRM,,,,,,
